items,levels
"{1: [3854, 3340, 2003, 2003, 3024, 1001], 2: [1055, 2003, 1038, 1001, 2055, 3006, 1018, 1036], 3: [1039, 2031, 3340, 3057, 3715, 2055, 3044, 2055], 4: [1056, 2003, 2003, 3340, 3010, 2031, 3027, 3020], 5: [2033, 3340, 1055, 1029, 3057, 1028, 2055], 6: [3858, 3340, 2003, 2003, 1001, 2055, 2003, 3117, 2055], 7: [1054, 2003, 3340, 3108], 8: [1039, 2031, 3340, 3364, 3706, 1036, 2055, 3133, 1028, 1400], 9: [1055, 2003, 2031, 2055, 1055, 1001, 1042, 3006, 1042, 3086], 10: [1055, 3340, 2003, 1053, 2003, 3144]}","{1: 6, 2: 6, 3: 8, 4: 9, 5: 8, 6: 6, 7: 5, 8: 7, 9: 8, 10: 6}"
"{1: [1055, 2003, 3340, 2031, 1033, 1001, 1053], 2: [3858, 2003, 2003, 1001, 3067, 2003, 2055, 2055, 2003], 3: [2003, 1056, 2003, 3340, 3802, 1082, 2031, 3364, 2055], 4: [1041, 2031, 3340, 1039, 2055, 3364, 1036, 1036, 3706, 3133, 1001, 2055], 5: [3340, 1055, 2003, 1001, 2055, 3144], 6: [3854, 2003, 2003, 3340, 2055, 2031, 1001, 1033, 2055, 2055], 7: [1039, 2031, 3340, 1041, 3751, 1401, 1028, 1001], 8: [1056, 2003, 2003, 3340, 3802, 2055, 2003, 1026, 2055, 2003], 9: [1055, 2003, 3340, 1036, 1036, 2031, 2055, 1038], 10: [2003, 1054, 1036, 1036, 2031, 3077, 1001]}","{1: 7, 2: 6, 3: 6, 4: 6, 5: 9, 6: 6, 7: 8, 8: 9, 9: 6, 10: 8}"
"{1: [1056, 2003, 2003, 1082, 3802, 1001, 3020], 2: [2033, 3340, 1055, 1036, 1029, 1042, 3044, 1027], 3: [1055, 2003, 3340, 3006, 2055, 2031, 3086, 1055], 4: [3854, 2003, 2003, 1028, 2055, 2003, 3067, 1001, 1029], 5: [1039, 2031, 3340, 3706, 1052, 2055, 3364, 1402, 2055], 6: [1041, 2031, 3340, 3364, 3706, 1036, 1036, 1001, 1400, 2055, 1028, 1029], 7: [1054, 3340, 2003, 3047, 3751, 1029], 8: [1054, 2003, 3340, 1028, 3067, 3108, 2031], 9: [3862, 2003, 2003, 3340, 1036, 1036, 2055, 3134, 1001, 1036], 10: [1055, 2003, 1055, 2003, 2003, 1001, 1036, 1036, 2031]}","{1: 8, 2: 8, 3: 8, 4: 6, 5: 8, 6: 7, 7: 6, 8: 8, 9: 5, 10: 7}"
"{1: [1054, 2003, 3340, 1036, 1001, 1053, 3144, 1042], 2: [3858, 2003, 2003, 3340, 1001, 2055, 3117, 2055, 2055, 1029, 2055], 3: [1039, 2031, 3340, 3364, 3706, 1036, 3133, 2055, 2055, 1001], 4: [1054, 2003, 3340, 1001, 1052, 2003, 2055, 3020, 1026], 5: [1056, 2003, 2003, 3047, 1028, 2055, 2003, 3751], 6: [1041, 2031, 3340, 1036, 3715, 3133, 2055, 2055, 1412, 1028, 1036, 2055], 7: [3340, 2033, 3802, 1001, 2055, 1026, 1082, 3285, 2055, 2055, 3364], 8: [1036, 2031, 3340, 3144, 1042], 9: [3850, 2003, 2003, 3340, 3009, 3028, 1052, 2055, 3364, 3108], 10: [2003, 1055, 3070, 3057, 2055, 3158]}","{1: 6, 2: 5, 3: 6, 4: 7, 5: 8, 6: 7, 7: 9, 8: 8, 9: 6, 10: 7}"
"{1: [3850, 2003, 2003, 3340, 2055, 1001, 2055, 3117], 2: [1055, 2003, 3340, 1036, 1036, 1001, 3006, 3133], 3: [1054, 2003, 3340, 1042, 2055, 2031, 1001, 1042, 3006], 4: [1056, 2003, 2003, 3340, 1056, 2031, 2055, 3802, 1082, 2055], 5: [3340, 2031, 1041, 3706, 1036, 3364, 1400], 6: [1036, 2003, 2003, 2003, 3340, 3133, 2031, 2055, 3067, 1036, 1028], 7: [1041, 2031, 3340, 3364, 3706, 1052, 3108], 8: [3854, 2003, 2003, 3340, 1001, 2055, 3117, 3114, 3364, 2003], 9: [3340, 2003, 1055, 1036, 1042, 1001, 3133, 2055, 1038, 3006], 10: [2033, 3340, 1036, 1028, 2055, 3057, 3044, 2055]}","{1: 5, 2: 6, 3: 8, 4: 8, 5: 7, 6: 8, 7: 6, 8: 6, 9: 7, 10: 8}"
"{1: [3858, 2003, 2003, 3340, 1001, 1028, 1029, 2055, 2003, 2003, 3067, 2055], 2: [1055, 2003, 3340, 1038, 1001, 2003, 3006, 1042, 2055], 3: [1056, 2003, 2003, 3340, 1052, 1052, 3802, 2031, 1026, 1001, 2055], 4: [1039, 2031, 3340, 3009, 1004, 2055, 3364, 3108, 3028], 5: [3340, 2033, 1036, 3134, 1001, 3111], 6: [3854, 2003, 2003, 3340, 1001, 2055, 2031, 3117, 2055], 7: [1041, 2031, 3340, 3364, 3706, 3133], 8: [1055, 2003, 3340, 1038, 2031, 2055, 1001, 1042], 9: [1056, 2003, 2003, 3340, 3108, 1082, 2003, 3067, 3020, 2003], 10: [2033, 3340, 1029, 2055, 3024, 2055, 3057, 3025, 1028]}","{1: 6, 2: 6, 3: 8, 4: 6, 5: 8, 6: 6, 7: 7, 8: 7, 9: 8, 10: 8}"
"{1: [1055, 2003, 3340, 1042, 1001, 1018, 3006], 2: [1056, 2003, 2003, 3340, 1027, 1004, 2055, 3070, 1027, 2003, 1052, 2055], 3: [1055, 2003, 3340, 3067, 2055, 2003, 3133, 1001], 4: [2003, 2003, 3340, 3858, 1001, 2003, 2055, 2031, 2055, 2055, 1052], 5: [1041, 2031, 3340, 1039, 3706, 3133, 1001, 3364], 6: [1056, 2003, 2003, 3340, 1056, 2055, 3802, 2003, 1026, 2031], 7: [3862, 2003, 2003, 3340, 1036, 1036, 1036, 3134, 1036, 1036, 2055], 8: [1055, 2003, 3340, 3117, 1036, 3134], 9: [1039, 1006, 3340, 3077, 3364, 2055, 1042, 1036, 1036, 3134, 3006], 10: [1054, 2003, 3340, 3751, 2031, 2055, 1031]}","{1: 6, 2: 8, 3: 8, 4: 5, 5: 6, 6: 8, 7: 7, 8: 7, 9: 7, 10: 7}"
"{1: [2033, 3340, 1001, 1082, 1052, 2055, 1028, 1026], 2: [1041, 1006, 3340, 3077, 3715, 2055, 3047, 2055], 3: [2033, 1001, 1029, 2055, 3047, 1028, 1042], 4: [3340, 2003, 1055, 1083, 2055, 2003, 1036, 1036, 1001, 3006, 2003], 5: [3858, 2003, 2003, 3340, 1001, 2055, 2031, 1028, 2055], 6: [3862, 2003, 2003, 3340, 1001, 2031, 3134], 7: [1041, 2031, 3340, 3706, 1036, 1036, 1400, 1028, 2055, 2055], 8: [1055, 2003, 3340, 1001, 2003, 2003, 3006, 1038, 2055], 9: [2033, 1004, 1033, 1001, 3111, 2055, 3802], 10: [1055, 2003, 3340, 2003, 1055, 3067, 2003, 1001, 2003, 2003]}","{1: 7, 2: 7, 3: 8, 4: 5, 5: 6, 6: 6, 7: 7, 8: 6, 9: 7, 10: 8}"
"{1: [1056, 2003, 2003, 1056, 2055, 2003, 1001, 1052, 2055, 2003, 3802, 2055, 2003], 2: [2033, 3340, 1052, 1052, 3145, 1028, 3067, 1001], 3: [1039, 3340, 2055, 3706, 1052, 1082, 3108, 1402, 1001], 4: [1055, 2003, 3340, 1036, 1036, 2031, 3364, 1038, 3508, 2055], 5: [3858, 2003, 2003, 3340, 2031, 2055, 2055, 1001, 1029, 3067], 6: [1055, 2003, 3340, 1083, 1004, 2031, 3070, 2055], 7: [3854, 2003, 2003, 3340, 1001, 2055, 1036, 2055, 2003, 3111], 8: [1056, 2003, 2003, 3340, 1033, 1052, 1056, 1058, 2055], 9: [1039, 2031, 3340, 3108, 1001, 1402], 10: [1054, 2003, 1033, 1001, 2031, 2055, 3111, 1033, 1036]}","{1: 8, 2: 7, 3: 7, 4: 7, 5: 6, 6: 7, 7: 6, 8: 8, 9: 7, 10: 8}"
"{1: [1036, 2003, 2003, 2003, 3340, 3133, 3067, 2055, 3044, 2031], 2: [3340, 2003, 3850, 2003, 1001, 1026, 3020, 2031, 2055, 1052, 3364], 3: [2033, 3340, 3134, 1036, 1036, 2055, 3142, 2055, 3134], 4: [1056, 2003, 2003, 3340, 1056, 1001, 2031, 2055, 3108], 5: [1039, 2031, 3340, 3715, 2055, 3364, 1001, 1082, 1052, 2055], 6: [1039, 2031, 3340, 3751, 3706, 2055, 3364], 7: [2033, 3340, 1082, 1001, 1028, 1027, 3010, 3111], 8: [3850, 2003, 2003, 3340, 1004, 1004, 2055, 3028, 2055, 1001, 1004], 9: [1055, 2003, 3340, 1036, 1036, 2031, 3077, 1036, 1028], 10: [1055, 2003, 1055, 2055, 3133, 1001, 1042, 3006]}","{1: 8, 2: 6, 3: 7, 4: 8, 5: 7, 6: 8, 7: 8, 8: 5, 9: 7, 10: 6}"
"{1: [1056, 2003, 2003, 3340, 3070, 3802], 2: [1054, 2003, 3340, 1055, 2055, 3047, 2031, 1036, 1036], 3: [3858, 2003, 2003, 3340, 1001, 1029, 2055, 3117, 2055], 4: [3340, 2031, 1041, 3715, 3133, 1412, 1042], 5: [1055, 2003, 3006, 1036, 2031, 3144, 1042], 6: [1055, 3340, 2003, 1055, 2003, 2003, 2015, 1038], 7: [1055, 2003, 3340, 1036, 1001, 3047, 2031], 8: [1041, 2031, 3340, 1036, 1001, 3715, 1036], 9: [3854, 2003, 2003, 3340, 1001, 2055, 3117, 1029, 2055], 10: [2031, 1027, 3340, 3070, 1027, 2055, 3010, 3027]}","{1: 8, 2: 8, 3: 6, 4: 7, 5: 6, 6: 7, 7: 7, 8: 5, 9: 5, 10: 8}"
"{1: [3850, 2003, 2003, 3340, 1004, 1004, 1004, 2055, 1004, 3028], 2: [1041, 2031, 3364, 3715, 1036, 1036, 2055, 1412, 1029, 2055], 3: [1054, 2003, 1083, 1029, 1029, 3076, 3751, 2055, 1028], 4: [1056, 2003, 2003, 3108, 1028, 3145, 3067], 5: [1055, 2003, 3057, 2055, 3070, 1001, 2003], 6: [3858, 2003, 2003, 3340, 1001, 2055, 2055, 1004, 1004, 3117], 7: [1054, 2003, 3340, 3044, 1001, 1042, 1042], 8: [1056, 2003, 2003, 3340, 3145, 1028, 2055, 3067, 1001, 2055], 9: [1055, 2003, 3340, 1038, 1001, 2003, 2003], 10: [1041, 2031, 3340, 3077, 1039, 1400, 2055, 2055]}","{1: 6, 2: 8, 3: 8, 4: 9, 5: 7, 6: 6, 7: 7, 8: 8, 9: 6, 10: 8}"
"{1: [3850, 2003, 2003, 1052, 1052, 1027], 2: [1055, 2003, 3340, 1037, 1001, 1018], 3: [1041, 2031, 3340, 3364, 3751, 1001, 2055, 2055, 3706], 4: [3340, 2033, 1055, 2055, 1036, 3057, 2055], 5: [3340, 2033, 1082, 1004, 1052, 1052, 3802, 1026], 6: [1055, 3340, 2003, 2031, 1001, 2055, 1055, 2055, 3006, 1042, 2055], 7: [1039, 2031, 3340, 3364, 3706, 2055, 2055, 3751, 2055, 1401, 2055], 8: [3850, 2003, 2003, 3340, 3067, 1052, 2003, 2055, 1052, 2055, 3145, 1001], 9: [1054, 2003, 3340, 3006, 1053, 1042], 10: [2033, 3340, 1036, 1042, 1053, 2055, 3144, 2055, 1043]}","{1: 5, 2: 6, 3: 6, 4: 8, 5: 8, 6: 8, 7: 6, 8: 5, 9: 7, 10: 8}"
"{1: [3340, 3850, 2003, 2003, 1001, 2055, 1004, 3117, 2055, 2003, 1082], 2: [1041, 2031, 3340, 3364, 1036, 1036, 2055, 3077], 3: [1055, 2003, 3340, 1036, 1028, 2003, 2055, 3044, 1042, 1042, 2055], 4: [2033, 3340, 3145, 2055, 3152, 2055, 1001], 5: [2031, 3340, 1054, 2055, 1027, 3057, 1028, 1001, 3751], 6: [1056, 2003, 2003, 3340, 3145, 2055, 1001, 1082], 7: [2031, 1041, 3340, 1039, 3364, 1052, 3706, 2055, 3108, 1001, 2055], 8: [3340, 1055, 2003, 1001, 1042, 2031, 3009], 9: [2003, 1054, 3006, 2031, 1028, 1036], 10: [3858, 2003, 2003, 3340, 1001, 2055, 2055, 1028, 2055, 2003]}","{1: 6, 2: 7, 3: 7, 4: 8, 5: 8, 6: 8, 7: 6, 8: 5, 9: 8, 10: 6}"
"{1: [1056, 3340, 2003, 2003, 3136, 1001], 2: [1055, 2003, 3340, 1038, 3123, 2055], 3: [1055, 2003, 3340, 3006, 1053, 1036], 4: [3850, 2003, 2003, 3340, 1052, 1001, 2055, 2031], 5: [1039, 2031, 3340, 3364, 1001, 1052, 2055, 3706, 1027, 1402, 2055], 6: [1054, 2003, 3340, 3070, 1001, 1029, 2055], 7: [1036, 2031, 3340, 3077, 1001, 1036, 2055, 3364], 8: [3340, 1039, 2031, 3364, 1041, 1042, 2055, 1042, 3706, 1082, 1052], 9: [3862, 2003, 2003, 3340, 3134, 1036, 2055, 2003], 10: [1054, 2003, 3340, 3751, 1033]}","{1: 8, 2: 7, 3: 8, 4: 5, 5: 6, 6: 6, 7: 8, 8: 6, 9: 6, 10: 8}"
"{1: [2033, 3340, 3802, 1001, 3020, 2055, 1029], 2: [3850, 2003, 2003, 2055, 1004, 1001, 3020, 2031, 2055], 3: [1055, 3340, 2003, 2003, 1001, 1036, 1036, 1042, 3006], 4: [2033, 3340, 1036, 1036, 3134, 3179], 5: [1039, 3340, 2031, 3364, 3715, 2055, 2055, 2055, 1082, 1052, 3108], 6: [1036, 2003, 2003, 2003, 3340, 3155, 2031, 2055, 1036, 1036, 2055], 7: [1055, 2003, 3340, 3070, 1083, 2031, 3004, 1001, 2055], 8: [1056, 2003, 2003, 3340, 1056, 1027, 3070, 1027, 2055, 2003, 1052, 2031, 3802, 2055], 9: [1041, 2031, 3340, 3715, 1001], 10: [3850, 2003, 2003, 3340, 1052, 1001, 3117, 3108, 2055]}","{1: 8, 2: 6, 3: 6, 4: 8, 5: 5, 6: 7, 7: 7, 8: 7, 9: 7, 10: 6}"
"{1: [1055, 2003, 3340, 1004, 2055, 3070, 3057, 2055], 2: [1041, 3340, 2031, 3364, 3715, 1036, 1036], 3: [1054, 2003, 3340, 1053, 1036], 4: [3850, 2003, 2003, 3340, 1001, 2055, 2055], 5: [1056, 2003, 2003, 3340, 1052, 2031, 2055, 3802, 2055], 6: [2003, 3340, 1055, 1036, 1001, 3044, 1042, 1029], 7: [3340, 1056, 2003, 2003, 3196, 2031, 1001, 2055], 8: [1041, 2031, 3340, 3715, 1036, 2055, 1036, 1001], 9: [3854, 2003, 2003, 3340, 1001, 1029, 1033, 3117, 2055, 2055], 10: [1055, 2003, 1036, 1036, 1038, 3508, 2003, 2055]}","{1: 6, 2: 6, 3: 8, 4: 5, 5: 8, 6: 8, 7: 9, 8: 6, 9: 6, 10: 6}"
"{1: [1041, 2031, 3340, 3706, 3364, 1052, 1001, 1402], 2: [1054, 3340, 2003, 1036, 1036, 2031, 1038, 2055], 3: [1056, 2003, 2003, 3340, 3108, 3067, 1052, 2031], 4: [1055, 2003, 3340, 1036, 2003, 1001, 1036, 1036, 2003, 2055, 1053, 2055], 5: [3850, 2003, 2003, 3340, 1001, 2031, 1004, 3158, 3364, 1004, 3114, 2055], 6: [1039, 2031, 3340, 3706, 1028, 2055, 3364, 1401, 3111, 1028, 2055], 7: [3850, 2003, 2003, 3340, 1052, 2031, 1001, 3113], 8: [2033, 3340, 1001, 1036, 1053, 1036, 2055, 1043, 3144, 2055], 9: [3340, 1056, 2003, 2003, 1082, 1052, 2031, 2055, 1052, 2055, 3802], 10: [2033, 3340, 1036, 1036, 1006, 2055, 3077, 1033, 1001, 3111, 2055, 1036, 1028]}","{1: 7, 2: 7, 3: 9, 4: 7, 5: 6, 6: 8, 7: 6, 8: 9, 9: 6, 10: 8}"
"{1: [2033, 3340, 1052, 1001, 1052, 2055, 3802, 1029, 1028], 2: [3858, 2003, 2003, 1001, 1033, 2055], 3: [1055, 2003, 3340, 1055, 1055, 2003, 1001, 2031, 2055], 4: [1054, 2003, 3340, 3108, 1042, 1042, 2003, 3101, 1001, 1052, 2003], 5: [1041, 2031, 3340, 3715, 1036, 1036, 2055], 6: [2031, 1041, 3340, 3077, 3134, 1036, 1036], 7: [1055, 2003, 3340, 1001, 2055, 1042, 1055, 3006, 1042, 1042], 8: [3854, 2003, 2003, 3340, 1001, 2055, 1004, 1004, 2003, 2055, 3117], 9: [1056, 2003, 2003, 1052, 1052, 1001, 2003, 3802, 1082, 2055, 2003], 10: [2033, 1082, 1052, 1027, 1001, 1026]}","{1: 8, 2: 6, 3: 6, 4: 9, 5: 7, 6: 7, 7: 7, 8: 6, 9: 6, 10: 8}"
"{1: [1055, 2003, 3340, 3077, 2031, 2055, 1053, 1036, 1036], 2: [2033, 3340, 3191, 2055, 1001, 1082], 3: [1055, 2003, 3340, 1038, 2031, 2055, 3006, 1036, 2055], 4: [3850, 3340, 2003, 2003, 1082, 1004, 1004, 2055, 2055, 3108, 2055], 5: [1041, 2031, 3340, 3706, 3751], 6: [1039, 2031, 3340, 3706, 1402, 2055, 3364, 1052], 7: [3340, 2003, 1055, 1053, 1036, 2031, 1036, 1001], 8: [3858, 2003, 2003, 3340, 1001, 1027, 1028, 2055], 9: [1055, 2003, 3340, 1001, 2031, 3006, 1042], 10: [1055, 2003, 3340, 3144, 1001, 1042, 1042, 2055, 3153]}","{1: 9, 2: 7, 3: 6, 4: 6, 5: 7, 6: 7, 7: 8, 8: 5, 9: 6, 10: 8}"
"{1: [3850, 2003, 2003, 3340, 1001, 1029, 2031, 2055, 2055, 3117, 3024, 2055], 2: [1055, 2003, 3006, 1042, 2003, 3144, 1042], 3: [3340, 2033, 1055, 1053, 2055], 4: [1039, 2031, 3340, 1041, 3706, 3751, 1401, 2055, 3364], 5: [2033, 3340, 3020, 2055, 3802, 1082, 1026, 2055], 6: [1055, 2003, 3340, 2015, 1018], 7: [3854, 2003, 2003, 3340, 1036, 2003, 1001, 2055, 2003, 2003, 1036], 8: [1055, 2003, 3340, 1055, 2031, 2055, 3044], 9: [2033, 3340, 1082, 1052, 1001, 2055, 3145, 1028], 10: [3340, 2031, 1041, 3706, 1036, 3364]}","{1: 7, 2: 8, 3: 7, 4: 6, 5: 8, 6: 5, 7: 5, 8: 8, 9: 7, 10: 7}"
"{1: [1055, 2003, 3123, 1001, 1036, 3044], 2: [1041, 2031, 3364, 3706, 1001, 2055, 1402], 3: [2033, 3077, 3117, 3364], 4: [3340, 3340, 3858, 2003, 2003, 3340, 1001, 3158, 1028, 2031, 2055, 3801, 1004, 3114, 1082], 5: [1055, 2003, 2003, 3006, 2031, 2055, 1036, 1053, 1042], 6: [1054, 2003, 3340, 1058, 1001, 1052], 7: [1039, 2031, 3340, 1082, 3020, 3706, 1052, 2055], 8: [1036, 2031, 3340, 1042, 1042, 3077, 3006], 9: [1055, 2003, 3340, 2031, 2055, 1004, 1037, 3004, 1037, 2055], 10: [3854, 2003, 2003, 3340, 1001, 1029, 2055, 2055, 3117, 2055, 3024, 1029]}","{1: 8, 2: 6, 3: 7, 4: 6, 5: 6, 6: 8, 7: 7, 8: 7, 9: 7, 10: 6}"
"{1: [1055, 2003, 3340, 1083, 1001, 2003, 1038, 1036], 2: [2033, 3340, 1036, 1036, 1042, 1053, 3144], 3: [3340, 3850, 2003, 2003, 3158, 1029, 2055, 2031, 3364], 4: [1036, 2031, 1036, 1036, 2055, 3077, 1001, 3009, 1036], 5: [1039, 2031, 3340, 1052, 1001, 3364, 3108, 2055, 3706], 6: [1056, 2003, 2003, 3340, 3067, 2055, 3117], 7: [1041, 2031, 3340, 1001, 2055, 3364, 3715, 2055, 3108, 2055], 8: [3340, 1054, 2003, 3044, 2003], 9: [3862, 2003, 2003, 3340, 1036, 3134, 1036, 2003, 2055], 10: [1036, 2003, 2003, 2003, 3133, 1055, 2031, 2055, 3067, 1036, 1028]}","{1: 6, 2: 7, 3: 6, 4: 8, 5: 7, 6: 7, 7: 6, 8: 8, 9: 6, 10: 9}"
"{1: [1055, 2003, 3340, 3006, 2003, 2003, 1042], 2: [3858, 2003, 2003, 3340, 2055, 1001, 1082, 2055, 2003, 3117, 1004, 2055, 1004], 3: [1056, 2003, 2003, 1027, 2055, 3802, 1026], 4: [1055, 2003, 3340, 1083, 2031], 5: [1041, 2031, 3364, 3715, 3133, 1001, 1412, 2055], 6: [2031, 1039, 3340, 3364, 1001, 1052, 3706, 3108, 2055], 7: [1055, 2003, 3340, 1036, 1036, 1001, 2003, 2055, 1038, 3006], 8: [1054, 2003, 1055, 2031, 2055, 1036, 3044, 1028], 9: [1054, 2003, 1006, 1006, 2003, 2055, 3082], 10: [3854, 2003, 2003, 3340, 1001, 3009, 2055, 2055, 1029, 1028]}","{1: 6, 2: 6, 3: 8, 4: 7, 5: 7, 6: 6, 7: 6, 8: 8, 9: 8, 10: 6}"
"{1: [2003, 2003, 3340, 3850, 1052, 1001, 1028, 2031, 2055], 2: [3340, 2031, 1041, 3715, 2055, 3364, 1036, 1036, 3133, 1412, 2055], 3: [1055, 2003, 1001, 1053, 3006, 2055], 4: [1054, 2003, 3340, 3751, 2031, 1029, 1001, 2055, 3068], 5: [1056, 2003, 2003, 3340, 1027, 2003, 1052, 2031, 3802, 1001, 2055], 6: [2033, 3340, 1036, 1036, 3134, 1001, 2055, 2055, 3117, 2055, 2055], 7: [1039, 2031, 3706, 1036, 3133, 1400, 1001, 1036, 2055], 8: [3850, 2003, 2003, 3340, 1001, 3364, 2055, 2031, 1052, 2055], 9: [1054, 2003, 3340, 3133, 3067, 2031, 1001], 10: [1056, 2003, 2003, 3340, 1052, 1027, 2003, 3802, 2003, 3285]}","{1: 7, 2: 6, 3: 6, 4: 8, 5: 7, 6: 8, 7: 7, 8: 5, 9: 8, 10: 7}"
"{1: [1055, 3340, 2003, 3077, 2003, 1036, 1036, 2031], 2: [2003, 1055, 2031, 3006, 2055, 1042, 1042, 1018, 3364], 3: [3858, 2003, 2003, 3340, 3364, 1001, 2055, 2031, 1033, 2055], 4: [1055, 2003, 3340, 1001, 1042, 2031, 3006, 1053], 5: [2031, 1041, 3340, 3706, 1001, 2055, 1028, 3364], 6: [1055, 2003, 3340, 1055, 1001, 2031, 2055, 3047, 2055, 2055], 7: [3858, 2003, 2003, 3340, 1001, 1028, 3117, 3364, 2055], 8: [1041, 2031, 3340, 3715, 1036, 1036, 2055, 1412, 1001, 2055], 9: [1054, 2003, 3340, 3076, 1029, 1029, 2031, 2055], 10: [1056, 2003, 2003, 3340, 1052, 1029, 2031, 3191, 3047, 1042, 1042]}","{1: 8, 2: 8, 3: 6, 4: 7, 5: 7, 6: 7, 7: 6, 8: 6, 9: 8, 10: 8}"
"{1: [1039, 1006, 3340, 3077, 3364, 3006, 1036, 1036], 2: [2003, 1055, 3340, 1038, 2003, 1055, 1001, 3072], 3: [3340, 1036, 2003, 2003, 2003, 3134, 1036, 2031, 2055, 3147, 1036, 1036], 4: [3850, 2003, 2003, 3340, 1001, 2003, 2003, 1004, 1052, 3114, 2003], 5: [1054, 2003, 3340, 1036, 1001, 3057, 1028], 6: [2033, 3340, 1055, 2055, 1036, 1028, 1042, 3044, 1042], 7: [1039, 2031, 3364, 1036, 1036, 3715, 1001, 2055, 3133, 1029], 8: [1055, 3340, 1037, 2003, 1037, 2003, 1001, 2055, 1004, 3004], 9: [1056, 2003, 2003, 3108, 1028, 2055, 2003, 3067, 2055, 1052], 10: [2003, 2003, 3854, 3340, 1028, 2055, 2003, 3801, 1004, 1001]}","{1: 7, 2: 7, 3: 8, 4: 6, 5: 8, 6: 9, 7: 7, 8: 7, 9: 8, 10: 5}"
"{1: [3850, 2003, 2003, 3340, 3028, 3108, 2055, 2055], 2: [1041, 3340, 2031, 3715, 1036, 2055, 1412, 2055, 2055], 3: [1056, 2003, 3340, 1056, 1001, 1027, 1052, 2003, 2055, 3802, 2055], 4: [2003, 1054, 3340, 3108, 2003], 5: [1055, 3340, 2003, 1001, 1036, 1036, 2003, 3006, 1053, 2055], 6: [1055, 2003, 1042, 1053, 1036, 1042, 1001], 7: [3858, 2003, 2003, 3340, 2055, 1001, 3067, 2055, 2055, 2003, 3364], 8: [1054, 2003, 3340, 3020, 1052], 9: [1056, 2003, 3340, 2003, 1056, 1042, 3101, 1001, 2003], 10: [1041, 2031, 3340, 3364, 1036, 1036, 2055, 3706, 1001, 2055]}","{1: 7, 2: 7, 3: 8, 4: 8, 5: 7, 6: 6, 7: 6, 8: 8, 9: 8, 10: 7}"
"{1: [3858, 2003, 2003, 3340, 1028, 2031, 2055, 1001, 1029], 2: [1041, 2031, 3340, 3715, 1001, 1036, 1036, 3364, 2055, 1412], 3: [1082, 2031, 3340, 1052, 1028, 3108, 3067, 1001, 3145], 4: [1055, 2003, 3340, 3006, 1038, 2055, 2003], 5: [1056, 2003, 2003, 3145, 1001, 2031, 1036], 6: [1055, 2003, 3340, 1037, 1004, 3004, 2031, 1001, 2055], 7: [3340, 2003, 2003, 1056, 1052, 2031, 3802, 1001, 1026], 8: [1054, 2003, 3340, 3211, 2031, 2055, 1001, 3111], 9: [1039, 2031, 1082, 3715, 2055, 1414, 2055], 10: [3854, 2003, 2003, 3340, 1001, 1036, 2055, 2003, 2003, 3117, 1036, 2055, 3134]}","{1: 6, 2: 8, 3: 8, 4: 7, 5: 7, 6: 7, 7: 8, 8: 9, 9: 6, 10: 6}"
"{1: [1055, 2003, 3340, 1037, 1042, 3004, 2055], 2: [2033, 3340, 1027, 1082, 3802, 1001], 3: [3340, 2031, 1039, 1001, 1082, 1041, 3108, 3706, 2031, 2055, 1402, 1052, 3020, 3363], 4: [1055, 2003, 1036, 2003, 3155, 2055, 2003, 1001, 2003, 1042, 1042, 3006, 2055], 5: [3854, 2003, 2003, 3340, 1001, 2055, 1033, 2031, 3111, 1036], 6: [2033, 3340, 1033, 1028, 1001, 1057, 2055, 3111, 3010], 7: [1041, 2031, 3340, 3706, 1036, 1036, 1400, 1001, 1033, 1036], 8: [2033, 1082, 1052, 3145, 1028, 1001, 3020, 3067, 2055], 9: [2003, 2003, 3858, 3340, 1001, 3117, 1052, 2003], 10: [1056, 2003, 2003, 3340, 3802, 3145, 2003]}","{1: 7, 2: 7, 3: 9, 4: 8, 5: 6, 6: 8, 7: 7, 8: 8, 9: 5, 10: 7}"
"{1: [3862, 2003, 2003, 3340, 3134, 2003], 2: [1054, 2003, 3340, 3751, 1001], 3: [2033, 3340, 1028, 1036, 1027, 3057, 1042, 2055], 4: [1055, 2003, 3340, 1055, 1055, 2003, 1036, 1036, 3144], 5: [3340, 1039, 2031, 1041, 3706, 1052, 3108], 6: [1036, 2003, 2003, 2003, 3340, 1036, 2055, 3123, 3134, 1036, 1036, 2031, 3133], 7: [3858, 2003, 2003, 1029, 2031, 2055], 8: [1056, 2003, 2003, 3340, 3108, 2031, 2055, 3101, 2055], 9: [1041, 2031, 3340, 3364, 3077, 2055], 10: [1055, 2003, 1038, 2055, 2031]}","{1: 6, 2: 6, 3: 8, 4: 7, 5: 5, 6: 8, 7: 6, 8: 8, 9: 8, 10: 7}"
